Температура,Время (с),Высота (м),Скорость (км/ч),Уровень заряда (мАч),Уровень сигнала (дБ),Широта,Долгота,ID миссии
7.632253003681885,150,56.75675675675676,21.2012012012012,946.8387349815906,70.27564557044006,55.79352127896357,37.659240213124896,7281
26.999885008759144,160,57.207207207207205,21.28128128128128,849.0005749562042,71.05660103073258,55.752376195868024,37.61058629155119,6771
-3.2197687012347096,170,57.65765765765766,21.36136136136136,999.0988435061736,69.73608264601896,55.76167205556563,37.63351151350538,2787
12.244067658582217,180,58.10810810810811,21.44144144144144,920.779661707089,60.11888973544016,55.752000186101306,37.67600259261225,5568
28.036672108174336,190,58.55855855855856,21.52152152152152,840.8166394591283,68.61093140561621,55.79872035584706,37.67067242831197,3234
-6.5291004835327,200,59.009009009009006,21.6016016016016,1012.6455024176635,70.8335602116698,55.77683148829334,37.61850632505855,7486
12.45028877017316,210,59.45945945945946,21.68168168168168,916.7485561491342,60.684582536304816,55.77469555810382,37.64876163586956,6430
-1.2341689911111402,220,59.90990990990991,21.76176176176176,984.1708449555557,74.42042353568334,55.76538828287835,37.63782403663984,6880
15.96045423089491,230,60.36036036036036,21.84184184184184,897.1977288455255,61.41371370574316,55.77317842014964,37.67480368027191,5020
37.00627386657587,240,60.81081081081081,21.92192192192192,790.9686306671207,75.43100312323139,55.796634783776014,37.638074750719696,8453
-8.879879478106247,250,61.26126126126126,22.002002002002,1019.3993973905312,66.91815778751933,55.78969857282765,37.64411054764956,5737
33.48776946865282,260,61.711711711711715,22.08208208208208,806.5611526567359,76.51158605197271,55.767766604850976,37.681812897079936,3730
-19.583922287323038,270,62.16216216216216,22.16216216216216,1070.9196114366152,75.67286036376697,55.7525127609647,37.641139046982495,2112
29.82613466855785,280,62.612612612612615,22.24224224224224,822.8693266572108,75.34700300092473,55.75523854166389,37.64543058298793,6966
-8.504967957833713,290,63.06306306306306,22.32232232232232,1013.5248397891686,79.3026494385762,55.798000729669994,37.66163419220783,2210
-14.799712850653652,300,63.513513513513516,22.4024024024024,1043.9985642532683,78.04699540349657,55.79044450020547,37.655585867052125,2882
-1.0279519236087644,310,63.96396396396396,22.48248248248248,974.1397596180439,64.24633145438472,55.76947843383012,37.62086716345639,3137
-5.005349163903009,320,64.41441441441441,22.56256256256256,993.0267458195151,78.99447427566002,55.77162333940255,37.67737372467019,1052
-16.531140891578005,330,64.86486486486487,22.64264264264264,1049.6557044578901,70.19868340851588,55.75775694686708,37.63434512499518,1624
25.23122623161361,340,65.31531531531532,22.72272272272272,839.8438688419319,67.8735224569923,55.767807254363206,37.64574262648672,4851
39.55410317054389,350,65.76576576576576,22.802802802802802,767.2294841472806,64.98299010521923,55.76460932832878,37.613537756294676,6499
39.47286899535188,360,66.21621621621622,22.882882882882882,766.6356550232406,60.62758603370758,55.796304857844525,37.64314317969791,7069
7.358694779085827,370,66.66666666666667,22.962962962962962,926.2065261045709,68.6613598436476,55.78441375026985,37.61014290205133,5828
-5.087170859162335,380,67.11711711711712,23.043043043043042,987.4358542958116,69.52773771063909,55.75116060598048,37.61074905370605,1967
37.27358793763499,390,67.56756756756756,23.123123123123122,774.6320603118251,69.34232799856885,55.75513316596828,37.69753287484222,2268
-3.712147989319867,400,68.01801801801801,23.203203203203202,978.5607399465994,61.23078320054716,55.79075616709908,37.681918691855465,4499
5.730656039193288,410,68.46846846846847,23.283283283283282,930.3467198040336,70.70777842174667,55.791721432758635,37.633470922226245,3748
-19.001429772311575,420,68.91891891891892,23.363363363363362,1053.0071488615579,65.6162879498259,55.77322155571659,37.65760290005236,6913
37.48860314417604,430,69.36936936936937,23.443443443443442,769.5569842791198,73.31456552302167,55.798056102760086,37.68666576467337,2720
-15.533433176086046,440,69.81981981981983,23.523523523523522,1033.6671658804303,74.08557197856237,55.75514898349346,37.68549893636551,9953
26.080085387027353,450,70.27027027027027,23.603603603603602,824.5995730648633,66.52508783721665,55.786512068164186,37.61572261562282,2957
30.913937383664177,460,70.72072072072072,23.683683683683682,799.4303130816791,78.05090044097041,55.755563243805135,37.62243003605369,4255
16.276129802669885,470,71.17117117117117,23.763763763763762,871.6193509866506,67.67160713243076,55.76450037079089,37.62064207044361,7526
28.126552804391444,480,71.62162162162161,23.843843843843842,811.3672359780428,76.70933449287142,55.785596331405735,37.65317368397524,7700
-9.84980407424809,490,72.07207207207207,23.923923923923923,1000.2490203712405,71.84292777830389,55.78200457080584,37.695265932074086,4039
19.51309585611537,500,72.52252252252252,24.004004004004003,852.4345207194232,60.758501744015305,55.793731379266,37.62733793668592,5157
1.5548184895104846,510,72.97297297297297,24.084084084084083,941.2259075524476,79.42805363593176,55.78589005940115,37.633534486376234,3745
35.08398952583205,520,73.42342342342343,24.164164164164163,772.5800523708397,62.91179368520958,55.76531673882551,37.63551456821932,6452
33.57512596506821,530,73.87387387387388,24.244244244244243,779.1243701746589,64.77009196100782,55.773476013895745,37.65246281733672,4179
-17.48997477896415,540,74.32432432432432,24.324324324324323,1033.4498738948207,62.765795577121466,55.77242905405185,37.69963077936247,4183
15.629470580791477,550,74.77477477477478,24.404404404404403,866.8526470960426,75.96983839508806,55.76110602018756,37.67577684498133,3677
12.342419130966164,560,75.22522522522523,24.484484484484483,882.2879043451692,65.40681501902216,55.77466744220366,37.68629272447393,3609
36.51095652366273,570,75.67567567567568,24.564564564564563,760.4452173816863,79.62774301535467,55.79257487918956,37.656045522538804,7627
-10.261181413631423,580,76.12612612612612,24.644644644644643,993.3059070681571,74.36555575296744,55.77514432245614,37.64711304517915,5126
11.779196516377016,590,76.57657657657657,24.724724724724723,882.104017418115,61.31106244247627,55.75227132037489,37.622745764335875,3994
36.96726664314444,600,77.02702702702703,24.804804804804803,755.1636667842778,61.96132804859181,55.79744762544868,37.65418971580286,9507
13.02314312399102,610,77.47747747747748,24.884884884884883,873.8842843800448,73.80268492210149,55.79246083378406,37.612625638606126,4272
26.89379777963375,620,77.92792792792793,24.964964964964963,803.5310111018313,65.14389497155253,55.79969510321698,37.63885005473415,4100
19.494281727377555,630,78.37837837837839,25.045045045045043,839.5285913631122,67.36320004832442,55.78848748703181,37.68606779970578,1408
15.807980172086772,640,78.82882882882883,25.125125125125123,856.9600991395662,70.4306561451239,55.79246627504358,37.614825443892045,7931
-5.047442344835563,650,79.27927927927928,25.205205205205203,960.2372117241778,64.76538453717606,55.79296890665402,37.65023252121548,8439
15.823441402789058,660,79.72972972972973,25.285285285285283,854.8827929860547,68.93507391624593,55.76598942244647,37.62835414260768,5072
-0.5502846749466244,670,80.18018018018017,25.365365365365363,935.7514233747331,79.55282996532185,55.79059124626717,37.688544750549056,6344
3.621753695392698,680,80.63063063063063,25.445445445445444,913.8912315230365,78.7291759444091,55.76395119337923,37.685164014296646,3422
24.56194185981159,690,81.08108108108108,25.525525525525524,808.1902907009421,72.00220062678619,55.78751658884104,37.65899963097362,3747
-10.608009790857146,700,81.53153153153153,25.605605605605604,983.0400489542857,72.50241691139286,55.77316546696027,37.61510514754358,1173
-19.488725899541045,710,81.98198198198199,25.685685685685684,1026.4436294977052,62.652229656670656,55.753266713663606,37.63316162490681,4055
35.36514965995904,720,82.43243243243244,25.765765765765764,751.1742517002049,76.09912583883448,55.77721971393617,37.68811438724409,1817
-5.9554026524479315,730,82.88288288288288,25.845845845845844,956.7770132622396,77.389204162335,55.750900906131726,37.62100544224079,6589
-5.422438513477562,740,83.33333333333334,25.925925925925924,953.1121925673879,63.73641695444434,55.77172501555984,37.615980305313606,2697
10.428600154931026,750,83.78378378378378,26.006006006006004,872.8569992253449,73.38634324405368,55.7665367213163,37.6299466157416,2174
29.673780012156165,760,84.23423423423424,26.086086086086084,775.6310999392192,72.80487951048535,55.77681288058965,37.69465755009563,7741
34.51575277210639,770,84.68468468468468,26.166166166166164,750.4212361394681,72.25426461179241,55.78417297948948,37.611947079585086,7154
5.056327503618981,780,85.13513513513513,26.246246246246244,896.718362481905,77.18509012549205,55.76111492407414,37.64347107482577,8906
-12.66117867228443,790,85.58558558558559,26.326326326326324,984.3058933614221,60.08214989292065,55.77332581257335,37.68146926797082,3814
-2.859806773329044,800,86.03603603603604,26.406406406406404,934.2990338666452,60.976562688666306,55.76675984470088,37.618540479675346,8726
-3.9679617282578263,810,86.48648648648648,26.486486486486488,938.8398086412891,78.0531103377283,55.76903074243218,37.62228516039115,4996
14.710890353377636,820,86.93693693693695,26.566566566566568,844.4455482331118,62.44850597186202,55.77663171572057,37.65933426821511,1433
-7.84467351354337,830,87.38738738738738,26.646646646646648,956.2233675677169,79.94201916049582,55.79697275791235,37.64949931973012,4785
12.661191646499546,840,87.83783783783784,26.726726726726728,852.6940417675023,70.4542454817719,55.78605661653567,37.68582778922584,2914
-6.559411381391321,850,88.28828828828829,26.806806806806808,947.7970569069566,67.20533459227778,55.76949774489783,37.66215417882415,6509
-19.30419314067648,860,88.73873873873873,26.886886886886888,1010.5209657033824,70.4521427653901,55.76441776329532,37.66077320819699,3488
10.71120670458858,870,89.1891891891892,26.966966966966968,859.4439664770571,74.70760100700524,55.78916240411145,37.635473471503566,7908
28.838360356351494,880,89.63963963963964,27.047047047047048,767.8081982182425,61.77479661219331,55.77898687882829,37.69203619148906,9497
13.786853506747768,890,90.09009009009009,27.127127127127128,842.0657324662611,64.74026338717559,55.78901261398511,37.69027035675099,5356
32.586447782565244,900,90.54054054054055,27.207207207207208,747.0677610871737,69.3148788342758,55.79755291715152,37.67626978271993,9574
7.954075169357811,910,90.990990990991,27.28728728728729,869.2296241532109,73.03695482594327,55.79626710148745,37.686809817493845,9204
18.688039469835132,920,91.44144144144144,27.36736736736737,814.5598026508244,74.06162231234667,55.788913480945894,37.65636741569628,7561
8.733097526569253,930,91.8918918918919,27.44744744744745,863.3345123671537,67.6425772927938,55.794600614144215,37.64176482150362,2558
14.42776938711858,940,92.34234234234233,27.52752752752753,833.8611530644071,68.92479217638483,55.79827644555154,37.643148680592454,7229
-6.10865215938454,950,92.7927927927928,27.60760760760761,935.5432607969227,78.32509436090314,55.760743193020964,37.6706197671012,5554
32.93126920814794,960,93.24324324324324,27.68768768768769,739.3436539592603,62.29527864792093,55.771163960068364,37.650786429857185,3100
4.077590938375884,970,93.69369369369369,27.76776776776777,882.6120453081206,68.88804404224445,55.766054424257774,37.638346227896065,6732
6.531712611731987,980,94.14414414414415,27.84784784784785,869.34143694134,69.97331762342925,55.784507432987404,37.66443913195619,1175
-4.503544060420184,990,94.5945945945946,27.92792792792793,923.5177203021009,77.8352960135025,55.774479181750515,37.61422565385836,7782
37.11363664705376,1000,95.04504504504504,28.00800800800801,714.4318167647311,65.1373762567757,55.77666460839194,37.61638718296743,6984
-6.339520915882055,1010,95.4954954954955,28.08808808808809,930.6976045794103,64.87058598907772,55.782635633857204,37.64516977348106,1945
0.32975346944119366,1020,95.94594594594594,28.16816816816817,896.351232652794,68.40543829551243,55.75305300460976,37.61516378366689,7782
7.103449605699456,1030,96.3963963963964,28.24824824824825,861.4827519715027,74.67465223909342,55.772720824250186,37.62736223907599,9366
-18.473809318910597,1040,96.84684684684684,28.32832832832833,988.369046594553,75.08749407501809,55.77827070515903,37.633263387383835,5320
13.937255654437202,1050,97.29729729729729,28.40840840840841,825.313721727814,79.34087294080145,55.75082291121636,37.610233208496126,3458
31.743806531418272,1060,97.74774774774775,28.48848848848849,735.2809673429086,67.66791487582688,55.77457934854209,37.68265118512428,2385
0.5684824950176974,1070,98.1981981981982,28.56856856856857,890.1575875249115,62.804566010199544,55.7757091479823,37.67822220859477,2846
13.6000328916274,1080,98.64864864864865,28.64864864864865,823.999835541863,72.10336983813411,55.76920188826397,37.685572021034915,3822
14.717855691997435,1090,99.0990990990991,28.72872872872873,817.4107215400128,63.46175921608551,55.76875820879719,37.64327013797102,6530
-10.259291824818071,1100,99.54954954954955,28.80880880880881,941.2964591240903,75.58054859139679,55.76944969012021,37.694484706468366,9114
13.363284806987544,1110,100.0,28.88888888888889,822.1835759650623,66.5799854714271,55.783163628037975,37.63608686040919,5445
6.779748280235111,1120,100.45045045045046,28.96896896896897,854.1012585988244,62.52952670230649,55.75539953413918,37.62775915342641,4854
14.004234142866174,1130,100.9009009009009,29.04904904904905,816.9788292856691,74.76202911750055,55.783782181911974,37.63984543839962,7323
27.280195944507653,1140,101.35135135135135,29.12912912912913,749.5990202774617,62.81984469610719,55.75833350554301,37.696039495455125,2658
34.24508700799615,1150,101.8018018018018,29.20920920920921,713.7745649600192,61.628694586695126,55.79930136353803,37.6408494039501,4597
9.746796987783618,1160,102.25225225225225,29.28928928928929,835.2660150610819,67.49234813151817,55.763881210412904,37.65495100034621,7046
-8.13805003200326,1170,102.70270270270271,29.36936936936937,923.6902501600163,72.4315917227215,55.76092066353113,37.69743002706952,8311
-4.003106368359251,1180,103.15315315315316,29.44944944944945,902.0155318417962,66.22094093573767,55.757591407228304,37.69762724853501,5654
27.39232447054814,1190,103.6036036036036,29.52952952952953,744.0383776472593,74.87415263239258,55.776799348837464,37.67820890011591,3510
37.4056556518299,1200,104.05405405405406,29.60960960960961,692.9717217408505,70.86595167468163,55.79768392734367,37.6609894712466,2114
35.29543186152368,1210,104.5045045045045,29.68968968968969,702.5228406923816,64.71849341119237,55.7982603426852,37.66427482571254,8503
-11.405567288334229,1220,104.95495495495496,29.76976976976977,935.0278364416712,74.8992575070723,55.776053139773374,37.69478521995817,8387
-7.310994924490007,1230,105.4054054054054,29.84984984984985,913.55497462245,66.4824876394934,55.77205225566451,37.67269500072159,6114
9.749435886832238,1240,105.85585585585585,29.92992992992993,827.2528205658388,72.98726865051506,55.79881465315302,37.6154287274783,5306
4.8935242432516795,1250,106.30630630630631,30.01001001001001,850.5323787837416,62.148831140124614,55.75497633643174,37.63284789789789,6933
26.445798342941075,1260,106.75675675675676,30.09009009009009,741.7710082852946,64.54312499977027,55.78497836448934,37.63824577673502,6577
22.550274633526655,1270,107.2072072072072,30.17017017017017,760.2486268323668,68.43611156807246,55.77301969510251,37.67992840353174,1662
19.550017888968107,1280,107.65765765765767,30.25025025025025,774.2499105551594,60.306573131475645,55.75430180866078,37.64026788270097,2674
33.44226165160251,1290,108.10810810810811,30.33033033033033,703.7886917419875,77.13001211074764,55.75249432745872,37.62971725258656,9507
25.26735453631394,1300,108.55855855855856,30.41041041041041,743.6632273184302,66.57850892008153,55.75438353786228,37.69215604012222,2568
-11.756007147368447,1310,109.00900900900902,30.49049049049049,927.7800357368423,77.30025963303632,55.764634022451055,37.66077798171903,9684
39.35020045768075,1320,109.45945945945945,30.57057057057057,671.2489977115963,67.51733006481545,55.773263523696166,37.67082208608922,9379
9.259823303649291,1330,109.90990990990991,30.65065065065065,820.7008834817535,79.55111097681456,55.760830046150495,37.64040265529281,4273
7.616157547953673,1340,110.36036036036036,30.73073073073073,827.9192122602317,73.10751609254201,55.75055210210002,37.675308821896984,1386
38.30600087882083,1350,110.8108108108108,30.81081081081081,673.4699956058959,69.47617607051689,55.75649242926828,37.66100943914614,5444
37.98931103872921,1360,111.26126126126127,30.89089089089089,674.0534448063539,68.51969574912144,55.799842711183324,37.643219185891354,5840
-4.152330368111228,1370,111.71171171171171,30.97097097097097,883.7616518405562,68.29509326822223,55.765493322218845,37.65686281781187,2064
32.80266014198238,1380,112.16216216216216,31.05105105105105,697.9866992900882,63.71061151506187,55.78688891854771,37.69275776833722,7329
-9.286236337916112,1390,112.61261261261262,31.13113113113113,907.4311816895805,70.48237226677749,55.76614708226543,37.6660365685243,4181
-7.40212514329702,1400,113.06306306306305,31.21121121121121,897.0106257164852,77.42852231382211,55.795639018160614,37.655615580519324,3839
-15.227724097126965,1410,113.51351351351352,31.29129129129129,935.1386204856349,61.9995220184518,55.76857226193204,37.61846729723919,2745
-10.655563130025314,1420,113.96396396396396,31.37137137137137,911.2778156501265,73.93231164437744,55.751223786904376,37.68130802650276,5485
35.1562570175203,1430,114.41441441441441,31.45145145145145,681.2187149123985,63.25077250275517,55.76761659398373,37.62170560068941,4824
24.641637819118912,1440,114.86486486486487,31.53153153153153,732.7918109044055,62.176478132685475,55.78730329284128,37.68010481259967,5801
18.414421654578433,1450,115.31531531531532,31.61161161161161,762.9278917271079,74.53146777756656,55.77069211016164,37.64834466290792,4633
11.064907971405052,1460,115.76576576576576,31.69169169169169,798.6754601429748,60.43797247908413,55.79167200109641,37.643113070169655,6129
6.105557479439479,1470,116.21621621621621,31.77177177177177,822.4722126028026,64.8631388360842,55.76884597770183,37.65624705423415,6245
14.58422280540178,1480,116.66666666666667,31.85185185185185,779.0788859729911,79.22950564569692,55.77909998992673,37.64276614046177,3023
9.692166259984347,1490,117.11711711711712,31.93193193193193,802.5391687000782,66.41372541292384,55.793286744427974,37.61067613459928,7391
37.13109389679059,1500,117.56756756756756,32.01201201201201,664.344530516047,62.38182450040433,55.79473130260668,37.66909759893015,8454
1.4005858392554487,1510,118.01801801801803,32.09209209209209,841.9970708037227,65.3475040010972,55.79282975471372,37.6461339072687,4494
-0.6476071077298755,1520,118.46846846846847,32.17217217217217,851.2380355386493,64.97203309739123,55.77591388017165,37.655673026794496,8597
29.67448061605151,1530,118.91891891891892,32.25225225225225,698.6275969197425,65.64516461719133,55.78340203831748,37.659645961856654,9420
10.852225901591797,1540,119.36936936936937,32.33233233233233,791.738870492041,78.67201164298837,55.785639066572614,37.62944890753972,4375
23.56766958238262,1550,119.81981981981983,32.41241241241241,727.1616520880868,79.08258782465475,55.776490904062605,37.64132902081442,9447
15.685532422634935,1560,120.27027027027027,32.49249249249249,765.5723378868254,65.72188425418192,55.786976304646814,37.65033419567384,8419
16.862531597028955,1570,120.72072072072072,32.57257257257257,758.6873420148552,67.2005497050172,55.75136044801387,37.63880001055611,6098
-0.2040031363736574,1580,121.17117117117117,32.65265265265265,843.0200156818682,76.64879913362614,55.77089044777108,37.661089900252726,9573
8.677595031600145,1590,121.62162162162163,32.73273273273273,797.6120248419993,62.044984653822894,55.79604774475677,37.68217744979562,3652
31.136957508409118,1600,122.07207207207207,32.81281281281281,684.3152124579544,70.80035575262859,55.78760956476116,37.617090889941785,5748
16.85554466696071,1610,122.52252252252252,32.892892892892895,754.7222766651964,76.11202217914558,55.798420418275825,37.64253705581889,8825
-12.483529957405988,1620,122.97297297297297,32.972972972972975,900.41764978703,76.07283749632742,55.7900384951978,37.68641100617117,8861
-15.408105562646297,1630,123.42342342342343,33.053053053053056,914.0405278132315,68.18171254559267,55.79836080475261,37.65335293364161,9501
0.1792261544742786,1640,123.87387387387388,33.133133133133136,835.1038692276286,65.76767196496918,55.79824035323535,37.69080130835306,8131
-13.106543724252749,1650,124.32432432432432,33.213213213213216,900.5327186212637,77.52899531539012,55.79298452608143,37.655797918821115,1351
18.23861689476699,1660,124.77477477477477,33.293293293293296,742.8069155261651,78.76694824282254,55.79770762649955,37.64422783278152,2991
1.8875172805347802,1670,125.22522522522523,33.373373373373376,823.5624135973261,77.25531946070731,55.77077024877411,37.6956967528468,2381
4.7223970415999865,1680,125.67567567567568,33.453453453453456,808.388014792,72.35076144172498,55.75480917529008,37.68057345302494,3619
6.733186898797225,1690,126.12612612612612,33.533533533533536,797.3340655060139,62.46862403738898,55.767855124788866,37.61948279279851,8562
-17.49681277465035,1700,126.57657657657657,33.613613613613616,917.4840638732518,62.78360659002403,55.785635735612416,37.650250066298895,8792
-16.557699528417345,1710,127.02702702702703,33.693693693693696,911.7884976420867,71.25849124660728,55.763642790844145,37.665932175511905,1502
6.71585972436127,1720,127.47747747747748,33.773773773773776,794.4207013781936,67.07576583403056,55.77146262723838,37.66529503005468,4092
23.29619910541711,1730,127.92792792792793,33.853853853853856,710.5190044729145,76.18663386094661,55.78776319486991,37.68277403560578,8860
-0.16945422412467082,1740,128.3783783783784,33.933933933933936,826.8472711206233,61.257787470270365,55.77982061122918,37.69621604832434,3785
32.00752142459249,1750,128.82882882882882,34.014014014014016,664.9623928770376,69.48191773191621,55.7764735992981,37.67469164442079,2095
21.602276207212675,1760,129.27927927927928,34.094094094094096,715.9886189639367,62.815793809140374,55.796099897493534,37.627303722421836,9962
30.587035570972283,1770,129.72972972972974,34.174174174174176,670.0648221451386,67.89421576509127,55.793177634727066,37.649119766658316,3566
27.69229477144932,1780,130.18018018018017,34.254254254254256,683.5385261427534,60.13953450898172,55.78712188669693,37.68800832082028,6259
-12.500449158360972,1790,130.63063063063063,34.334334334334336,883.5022457918049,65.25087109593296,55.76256981827334,37.65739158300345,5408
6.175791432220279,1800,131.0810810810811,34.414414414414416,789.1210428388986,77.52784378027604,55.76138408373153,37.66065104971613,7403
14.807229170340051,1810,131.53153153153153,34.4944944944945,744.9638541482998,71.58059495949988,55.76651734236939,37.66777756590523,2283
27.424271702148026,1820,131.981981981982,34.57457457457458,680.8786414892598,63.47278964614478,55.760415848634125,37.64720232551715,6103
-14.136051802515631,1830,132.43243243243245,34.65465465465466,887.6802590125782,69.11284476405751,55.7689833345934,37.683201499717704,5629
37.66369879064557,1840,132.88288288288288,34.73473473473474,627.6815060467721,74.03284148794425,55.79958110016386,37.635694507546134,3921
-5.654041375642986,1850,133.33333333333331,34.81481481481482,843.2702068782149,76.98836938159988,55.75313446779844,37.633416248744844,6688
10.790873684572603,1860,133.7837837837838,34.8948948948949,760.045631577137,76.23058702859103,55.79679475646164,37.66351341540461,1547
-9.960730631849408,1870,134.23423423423424,34.97497497497498,862.803653159247,66.6534064734076,55.76393929429465,37.654869478301,4565
28.51787617165798,1880,134.68468468468467,35.05505505505506,669.4106191417101,71.9230357796688,55.78573945786278,37.6261081722325,4766
21.184806837043176,1890,135.13513513513513,35.13513513513514,705.0759658147841,75.76678661221611,55.757599150158214,37.66388462699119,3153
-16.959659447500748,1900,135.5855855855856,35.21521521521522,894.7982972375037,77.95630166279108,55.77606542511624,37.696932683656364,6139
20.876837658751995,1910,136.03603603603602,35.2952952952953,704.61581170624,76.67428236888662,55.78512582327622,37.69527412910771,6813
-14.604249059495075,1920,136.48648648648648,35.37537537537538,881.0212452974754,66.28763000255013,55.753375147356444,37.69831896481883,1791
26.94385680444571,1930,136.93693693693695,35.45545545545546,672.2807159777715,64.9377325159505,55.783230891424445,37.697108339251905,7814
34.19274041614837,1940,137.38738738738738,35.53553553553554,635.0362979192582,74.29600798998663,55.769355769766314,37.63714198935269,7203
31.42984182044828,1950,137.83783783783784,35.61561561561562,647.8507908977585,70.51710570868121,55.764246850578054,37.68345762927873,5259
16.91785664152208,1960,138.2882882882883,35.6956956956957,719.4107167923896,68.88840236362941,55.77614892084511,37.66595191155929,2354
12.297344159261783,1970,138.73873873873873,35.77577577577578,741.5132792036911,71.64918518634585,55.75222097705464,37.651695222427165,9843
37.28707145335908,1980,139.1891891891892,35.85585585585586,615.5646427332046,74.38530725742264,55.754342397804564,37.62684034686778,7039
20.52671855814655,1990,139.63963963963965,35.93593593593594,698.3664072092672,79.21236050162346,55.765508685845376,37.623008912790816,3640
-12.561207035211062,2000,140.0900900900901,36.01601601601602,862.8060351760553,63.47308963425596,55.78873552247743,37.64729783149819,6208
36.83602361094219,2010,140.54054054054055,36.0960960960961,614.819881945289,72.41742750769029,55.78376093340342,37.65563180770249,2924
-1.6041178342321452,2020,140.990990990991,36.17617617617618,806.0205891711607,73.86372757608437,55.75662608579783,37.686479607359786,1499
35.839058806540514,2030,141.44144144144144,36.25625625625626,617.8047059672974,77.70994416419433,55.77014090900154,37.65654410823817,1841
-12.29037621069109,2040,141.89189189189187,36.33633633633634,857.4518810534555,77.22387589991446,55.78255901373941,37.62020674141984,9366
-19.159325559269643,2050,142.34234234234236,36.41641641641642,890.7966277963483,66.85160730360417,55.78801160548709,37.62324801163977,1498
36.29642440950639,2060,142.7927927927928,36.4964964964965,612.5178779524681,79.99547695683626,55.7978826781133,37.62980605764347,4553
20.185053061348192,2070,143.24324324324323,36.57657657657658,692.0747346932591,77.36877282577801,55.79550428460214,37.69842318282223,1409
0.9682419916724747,2080,143.6936936936937,36.65665665665666,787.1587900416376,66.93672902578217,55.78588328992212,37.64800119463202,1975
-16.67594468778085,2090,144.14414414414415,36.73673673673674,874.3797234389042,71.57547934850044,55.77598880149448,37.62534576904002,5846
1.3302098579519388,2100,144.59459459459458,36.81681681681682,783.3489507102403,60.290134306850426,55.780928729059966,37.63768430993421,2806
-10.497090727456262,2110,145.04504504504504,36.8968968968969,841.4854536372814,79.89066919799474,55.79239309963809,37.61325346758549,4868
37.08691117931441,2120,145.4954954954955,36.97697697697698,602.5654441034279,78.35265385168077,55.79390622825739,37.659510093740636,9506
3.0828493825084102,2130,145.94594594594594,37.05705705705706,771.585753087458,75.09321221516396,55.76233501513892,37.63605676538767,1477
5.906624958491562,2140,146.3963963963964,37.13713713713714,756.4668752075422,69.92273471238556,55.75759687116763,37.68748284379444,8211
5.986535642238707,2150,146.84684684684686,37.21721721721722,755.0673217888065,69.56759541298084,55.79003478300655,37.69403475549497,7788
36.4887731710956,2160,147.2972972972973,37.2972972972973,601.556134144522,64.32772503056151,55.79894047367329,37.66323539396012,7176
27.632598641284183,2170,147.74774774774775,37.37737737737738,644.8370067935791,77.65742054072987,55.784216265685146,37.66499265556011,4047
9.369076662851036,2180,148.1981981981982,37.45745745745746,735.1546166857448,69.5982000194843,55.75874937185043,37.699217236988275,7563
-5.818698989109896,2190,148.64864864864865,37.53753753753754,810.0934949455495,71.9580594074411,55.76887948334779,37.691303614599605,8229
-19.27164548478423,2200,149.0990990990991,37.61761761761762,876.3582274239211,77.34175821321428,55.75152225085591,37.654446831120836,9623
16.74769787481452,2210,149.54954954954957,37.6976976976977,695.2615106259274,75.24293394024004,55.7649640333941,37.69341781056715,3952
26.995511545167375,2220,150.0,37.77777777777778,643.0224422741632,62.62854421307017,55.7918744582424,37.64915129389627,4000
15.332223664337562,2230,150.45045045045043,37.85785785785786,700.3388816783122,61.22339765409286,55.796378348662316,37.65759561684104,6488
