ID миссии,Температура,Время (с),Высота (м),Скорость (км/ч),Уровень заряда (мАч),Уровень сигнала (дБ),Широта,Долгота
1007,-19.75462466932481,20,82.43243243243244,25.765765765765764,1096.773123346624,77.29221134344213,55.778846717468305,37.69394903257898
1007,-13.61809429221735,30,82.88288288288288,25.845845845845844,1065.0904714610867,60.31977027184238,55.77007217387566,37.6709148231163
1007,35.835662792194576,40,83.33333333333334,25.925925925925924,816.8216860390271,66.82478420092876,55.76294194815914,37.685695504875255
1007,29.45891455663996,50,83.78378378378378,26.006006006006004,847.7054272168002,72.72947915882457,55.76271319351658,37.688644980273274
1007,16.86652049155375,60,84.23423423423424,26.086086086086084,909.6673975422312,75.99133794472081,55.767982012396025,37.696622380849945
1007,8.161462206429146,70,84.68468468468468,26.166166166166164,952.1926889678542,65.04139323149487,55.79594883423923,37.64605451210792
1007,22.519382539111618,80,85.13513513513513,26.246246246246244,879.4030873044419,77.51968340425161,55.76809782529283,37.633042442103
1007,-1.8250331655566967,90,85.58558558558559,26.326326326326324,1000.1251658277835,61.27899062692096,55.77556272215672,37.61412428410822
1008,7.809747179634339,0,86.03603603603604,26.406406406406404,960.9512641018283,71.6133560660783,55.77410559891676,37.620029250184174
1008,-0.3821856754385813,10,86.48648648648648,26.486486486486488,1000.9109283771929,74.99147746013703,55.781787835203616,37.69017922162543
1008,1.5089925114464506,20,86.93693693693695,26.566566566566568,990.4550374427678,76.89937947432094,55.75239934961365,37.66283105998617
1008,-16.0175702172709,30,87.38738738738738,26.646646646646648,1077.0878510863545,76.24743058258508,55.78155986452376,37.62461309137607
1008,-3.4003098235793274,40,87.83783783783784,26.726726726726728,1013.0015491178966,79.89441756022748,55.75466654786052,37.6787983911112
1008,10.39217718366772,50,88.28828828828829,26.806806806806808,943.0391140816614,61.99987808819811,55.78165275311356,37.67153104274261
1008,16.78709658065798,60,88.73873873873873,26.886886886886888,910.0645170967101,76.6264452715225,55.78775450953937,37.64497409750648
1008,-8.777440189349369,70,89.1891891891892,26.966966966966968,1036.8872009467468,78.7274269084228,55.77244931097784,37.68940977206084
1008,26.28810142057216,80,89.63963963963964,27.047047047047048,860.5594928971392,65.97931788640335,55.79309071521987,37.61770725693944
1008,21.525521490406085,90,90.09009009009009,27.127127127127128,883.3723925479696,76.96142134356245,55.76364196736372,37.621944435794575
1009,-1.1972592273944294,0,90.54054054054055,27.207207207207208,1005.9862961369721,71.0208275055366,55.75739147504903,37.67490331970965
1009,-12.66462634783446,10,90.990990990991,27.28728728728729,1062.3231317391724,79.36127523300823,55.7887342837414,37.66657634128765
1009,27.383086446217796,20,91.44144144144144,27.36736736736737,861.084567768911,61.77382049251104,55.75208063711215,37.64964101813501
1009,5.608165609317243,30,91.8918918918919,27.44744744744745,968.9591719534138,65.88175580413879,55.78778752331147,37.63858786437913
1009,-16.12003657289927,40,92.34234234234233,27.52752752752753,1076.6001828644964,72.6658960979595,55.78558087543386,37.68949654213981
1009,-5.643793832437101,50,92.7927927927928,27.60760760760761,1023.2189691621855,69.32516914753064,55.75983842254132,37.67280178382807
1009,13.173525733862789,60,93.24324324324324,27.68768768768769,928.132371330686,62.459454759999396,55.7942014888533,37.67655084053072
1009,4.513267045722941,70,93.69369369369369,27.76776776776777,970.4336647713853,71.86449741769835,55.7707242352843,37.6194956175159
1009,37.239339158887304,80,94.14414414414415,27.84784784784785,805.8033042055634,66.6214462344917,55.798490258283756,37.679856409507096
1009,31.369297548635572,90,94.5945945945946,27.92792792792793,834.1535122568221,63.294907740333144,55.76241391684384,37.6482608063029
1010,-11.723921505154895,0,95.04504504504504,28.00800800800801,1058.6196075257744,73.48554578117515,55.75048707248995,37.634001259008926
1010,31.435223496009996,10,95.4954954954955,28.08808808808809,841.8238825199501,60.46258665131375,55.799390516084046,37.65086809330159
1010,7.981281427733133,20,95.94594594594594,28.16816816816817,958.0935928613343,65.81524300979942,55.767052410238996,37.684610810033874
1010,-14.978452148802898,30,96.3963963963964,28.24824824824825,1071.8922607440145,62.38019266123565,55.75292929373381,37.69186172070992
1010,17.969080347924255,40,96.84684684684684,28.32832832832833,906.1545982603787,74.80744845978907,55.7541568617765,37.64125351602915
1010,27.29801607093954,50,97.29729729729729,28.40840840840841,858.5099196453023,66.62581243604264,55.78117769346887,37.689222080724434
1010,6.0034791064731685,60,97.74774774774775,28.48848848848849,963.9826044676341,65.74329386677451,55.75178079502396,37.64457407677315
1010,9.744194409113444,70,98.1981981981982,28.56856856856857,944.2790279544328,68.25509908874092,55.77926224855421,37.62958943976831
1010,7.261431819782665,80,98.64864864864865,28.64864864864865,955.6928409010867,78.1096628660438,55.78160410771919,37.645352789963084
1010,-13.422952792624203,90,99.0990990990991,28.72872872872873,1058.114763963121,70.4969893368512,55.75817534371322,37.68878522722591
1011,32.80743930473436,0,99.54954954954955,28.80880880880881,835.9628034763282,75.80148858098403,55.76582119950821,37.64815289331361
1011,9.129559921058775,10,100.0,28.88888888888889,953.3522003947062,63.75487860002521,55.79987553045201,37.644870019298274
1011,-19.450368051786835,20,100.45045045045046,28.96896896896897,1095.2518402589342,73.99742820640914,55.77315387610637,37.676552160687585
1011,-4.764272971199617,30,100.9009009009009,29.04904904904905,1020.8213648559981,72.39151078605215,55.77252338619407,37.66693681729676
1011,-6.4929716718579495,40,101.35135135135135,29.12912912912913,1028.4648583592898,71.82702298473984,55.7948408189944,37.665194052911744
1011,-7.500396761419051,50,101.8018018018018,29.20920920920921,1032.5019838070953,67.52696320644623,55.7706369208265,37.69823211718385
1011,-0.4804951846291381,60,102.25225225225225,29.28928928928929,996.4024759231457,66.27577216081309,55.752949763248274,37.6584888931831
1011,21.723974692971147,70,102.70270270270271,29.36936936936937,884.3801265351442,74.62475939158836,55.76115842990584,37.661621438570045
1011,-12.738019637243806,80,103.15315315315316,29.44944944944945,1055.690098186219,71.62838565368025,55.76382947839915,37.682454634226474
1011,-0.11912015790411701,90,103.6036036036036,29.52952952952953,991.5956007895206,62.85737482358215,55.765193832547496,37.64535726877706
1012,-13.855066109308279,0,104.05405405405406,29.60960960960961,1069.2753305465415,64.67434795500427,55.79945674283691,37.65997578273483
1012,34.85464853521706,10,104.5045045045045,29.68968968968969,824.7267573239147,63.72755351940207,55.76053908038551,37.63665484985953
1012,-16.0476882333306,20,104.95495495495496,29.76976976976977,1078.238441166653,73.93626207274208,55.7615773726718,37.676674267141124
1012,32.05254249295284,30,105.4054054054054,29.84984984984985,836.7372875352357,60.196476100170095,55.77680087970796,37.69076926931486
1012,37.1950201374061,40,105.85585585585585,29.92992992992993,810.0248993129695,76.25498255826088,55.79151637027416,37.675704913313446
1012,21.58089866533978,50,106.30630630630631,30.01001001001001,887.0955066733011,79.91358762854058,55.75658557439201,37.623169667596216
1012,-11.927913565764667,60,106.75675675675676,30.09009009009009,1053.6395678288234,78.65450431162304,55.762955698734416,37.64821068873328
1012,11.779051413226519,70,107.2072072072072,30.17017017017017,934.1047429338674,64.12548439846958,55.75202240021715,37.62217981080664
1012,33.09483497911076,80,107.65765765765767,30.25025025025025,826.5258251044462,75.3054821596366,55.76380175780345,37.645614618701714
1012,36.85860549928626,90,108.10810810810811,30.33033033033033,806.7069725035687,75.14692260675409,55.76805704553867,37.67367481430284
1013,37.61011049437854,0,108.55855855855856,30.41041041041041,811.9494475281073,66.11236364733631,55.768455090924896,37.634252649816176
1013,15.340328787188056,10,109.00900900900902,30.49049049049049,922.2983560640597,73.1214556862213,55.78514078176626,37.69404843562311
1013,26.754097759034913,20,109.45945945945945,30.57057057057057,864.2295112048255,74.59767313629546,55.75451611241699,37.664753617577865
1013,26.586620798127086,30,109.90990990990991,30.65065065065065,864.0668960093645,62.993505934269265,55.76709849693983,37.64162446610051
1013,-10.867894893921592,40,110.36036036036036,30.73073073073073,1050.339474469608,79.42581942266133,55.78568602991433,37.62758810264399
1013,-1.2328033256028945,50,110.8108108108108,30.81081081081081,1001.1640166280145,68.54921115246582,55.783159802853824,37.623713993618736
1013,18.148650833867592,60,111.26126126126127,30.89089089089089,903.256745830662,78.95498063070916,55.765521395648335,37.688306961686195
1013,-9.692641183073391,70,111.71171171171171,30.97097097097097,1041.4632059153669,78.53945402034587,55.7933420930843,37.68560461055607
1013,4.0832764154948435,80,112.16216216216216,31.05105105105105,971.5836179225258,70.32516310455283,55.76038692493941,37.62592264424705
1013,24.423764168120513,90,112.61261261261262,31.13113113113113,868.8811791593974,74.78013293809788,55.76163576393002,37.653419833388526
1014,3.1204501608380895,0,113.06306306306305,31.21121121121121,984.3977491958095,62.56706514403938,55.7521303428047,37.66553114778271
1014,-11.978081250517512,10,113.51351351351352,31.29129129129129,1058.8904062525876,62.35415350626062,55.76063889902345,37.651181105025
1014,-0.496127411362032,20,113.96396396396396,31.37137137137137,1000.4806370568101,75.76877466880312,55.78026841593634,37.65194061896849
1014,-19.28292628343931,30,114.41441441441441,31.45145145145145,1093.4146314171965,71.30543841658584,55.76570087253115,37.688532249550505
1014,12.205512851099563,40,114.86486486486487,31.53153153153153,934.9724357445021,75.094962373645,55.78190679038627,37.63046470291727
1014,-7.55957934713884,50,115.31531531531532,31.61161161161161,1032.7978967356942,66.6320723553367,55.7827571880045,37.6440581780287
1014,-2.34967002265385,60,115.76576576576576,31.69169169169169,1005.7483501132692,68.2977331171326,55.78544367564547,37.65948385331811
1014,37.33402396313879,70,116.21621621621621,31.77177177177177,806.329880184306,72.80420085195749,55.77314955524129,37.68130158824151
1014,20.267422440839766,80,116.66666666666667,31.85185185185185,890.6628877958012,62.056334640374615,55.75490140221044,37.62686571468834
1014,9.700909801907713,90,117.11711711711712,31.93193193193193,942.4954509904614,72.11659066667667,55.773986776941,37.63913094253795
1015,6.235192297813249,0,117.56756756756756,32.01201201201201,968.8240385109337,74.65024742823442,55.757834205606066,37.626174225001016
1015,-1.246871269139536,10,118.01801801801803,32.09209209209209,1005.2343563456977,64.14685418693031,55.75152820079451,37.637108435722325
1015,-10.958535260080662,20,118.46846846846847,32.17217217217217,1052.7926763004034,72.6452109448417,55.79605316127073,37.66762430808902
1015,32.344029750658926,30,118.91891891891892,32.25225225225225,835.2798512467053,70.40739487952067,55.75800552380212,37.660225795983976
1015,34.138214203811486,40,119.36936936936937,32.33233233233233,825.3089289809426,70.31938370298585,55.76472719755765,37.68398719883752
1015,4.169754162594376,50,119.81981981981983,32.41241241241241,974.1512291870281,64.17492140403309,55.77524274410957,37.686840920371594
1015,10.841318752480465,60,120.27027027027027,32.49249249249249,939.7934062375977,78.60083989243154,55.75792065041296,37.62056269036774
1015,-18.283538567944625,70,120.72072072072072,32.57257257257257,1084.417692839723,60.93136898447107,55.79735949841953,37.68625367261145
1015,-3.1707698416107135,80,121.17117117117117,32.65265265265265,1007.8538492080536,63.01643249439529,55.77017117132081,37.6838087073618
1015,19.935250706950782,90,121.62162162162163,32.73273273273273,891.3237464652461,71.17191623359008,55.79300275266141,37.66907347377384
1016,38.672202290966275,0,122.07207207207207,32.81281281281281,806.6389885451686,64.6542865460502,55.76309459353843,37.61683254926464
1016,8.840869710265526,10,122.52252252252252,32.892892892892895,954.7956514486724,78.08509079501434,55.751612323863576,37.61167577049705
1016,1.4423789113375172,20,122.97297297297297,32.972972972972975,990.7881054433124,62.850525934970065,55.77292340237028,37.621284455066
1016,21.656368800998024,30,123.42342342342343,33.053053053053056,888.7181559950099,69.8085704730267,55.790076043379685,37.69398769292261
1016,39.257032635119785,40,123.87387387387388,33.133133133133136,799.7148368244011,74.26561646756036,55.76038406297033,37.64613642181949
1016,38.11561737047195,50,124.32432432432432,33.213213213213216,804.4219131476402,65.27187473643158,55.76395766757826,37.6625842853184
1016,22.39654800296225,60,124.77477477477477,33.293293293293296,882.0172599851887,70.73514077058634,55.780641848449804,37.66683343249685
1016,36.883997720503004,70,125.22522522522523,33.373373373373376,808.580011397485,61.18707817845957,55.774076566584434,37.66426988768326
1016,6.852252727354756,80,125.67567567567568,33.453453453453456,957.7387363632263,74.14641367322066,55.7972887025201,37.67398057963254
1016,24.76869544840561,90,126.12612612612612,33.533533533533536,867.156522757972,65.48874573165631,55.796103638401924,37.69173385872957
1017,32.30343705183555,0,126.57657657657657,33.613613613613616,838.4828147408223,74.34305123569855,55.76491046443343,37.62336002921248
1017,27.769808720239617,10,127.02702702702703,33.693693693693696,860.1509563988019,66.41316541764196,55.76713118518008,37.64154021647962
1017,11.435987387606474,20,127.47747747747748,33.773773773773776,940.8200630619676,62.765240441878774,55.76087995505376,37.618561394759595
1017,-3.855560281113412,30,127.92792792792793,33.853853853853856,1016.2778014055671,69.55729688941501,55.770595425737326,37.67657712141371
1017,-10.679455908848288,40,128.3783783783784,33.933933933933936,1049.3972795442414,74.52108915999501,55.776542045080724,37.67132966235161
1017,-3.9683686514435514,50,128.82882882882882,34.014014014014016,1014.8418432572178,63.27217753071118,55.76220594111149,37.64934502467213
1017,14.774720715820933,60,129.27927927927928,34.094094094094096,920.1263964208954,73.60610744464108,55.77951032820177,37.6412966093385
1017,-12.58757589438649,70,129.72972972972974,34.174174174174176,1055.9378794719325,67.0211090211558,55.79966849965017,37.61653148347527
1017,14.985027156870487,80,130.18018018018017,34.254254254254256,917.0748642156476,76.0217406920008,55.757042468083526,37.678327488548696
1017,2.04821796047192,90,130.63063063063063,34.334334334334336,980.7589101976404,64.15169356571829,55.75153514191231,37.655947963747266
1018,-11.1396177657896,0,131.0810810810811,34.414414414414416,1055.698088828948,76.42041891419154,55.79493389142319,37.613540820374425
1018,15.859935074431682,10,131.53153153153153,34.4944944944945,919.7003246278416,74.38187938642837,55.779468420876285,37.611565959639826
1018,16.3951533646904,20,131.981981981982,34.57457457457458,916.024233176548,66.57219916811918,55.787147122197815,37.63674052405338
1018,-15.232386349076936,30,132.43243243243245,34.65465465465466,1073.1619317453847,63.33091280274052,55.75670262792343,37.64566859772695
1018,-2.4595203078685515,40,132.88288288288288,34.73473473473474,1008.2976015393427,72.94422303136282,55.77653581779132,37.65794106934464
1018,-13.269195459323615,50,133.33333333333331,34.81481481481482,1061.345977296618,71.54126188321844,55.75097503871982,37.628079555408796
1018,-2.204944683936258,60,133.7837837837838,34.8948948948949,1005.0247234196813,73.69960519713247,55.77075800984075,37.6947920204411
1018,-7.698190467759334,70,134.23423423423424,34.97497497497498,1031.4909523387967,73.57462206679777,55.798761953150674,37.663469427360894
1018,31.63343172866451,80,134.68468468468467,35.05505505505506,833.8328413566775,64.90160022984224,55.75224108419259,37.65165633395846
1018,36.534676007729686,90,135.13513513513513,35.13513513513514,808.3266199613515,78.20110739109742,55.77282633380743,37.68551936313474
1019,-11.05988359329707,0,135.5855855855856,35.21521521521522,1055.2994179664854,73.26688808076133,55.79550270390105,37.64231444357363
1019,-19.341316534705854,10,136.03603603603602,35.2952952952953,1095.7065826735293,67.16900339533768,55.78802063398429,37.68918373736383
1019,5.183588057413587,20,136.48648648648648,35.37537537537538,972.082059712932,67.36867989947474,55.79564349127183,37.61394621509022
1019,-0.39719112874980667,30,136.93693693693695,35.45545545545546,998.985955643749,73.01572499041703,55.79417023557241,37.66247058856943
1019,22.628282765078623,40,137.38738738738738,35.53553553553554,882.8585861746069,77.59412189771274,55.79476512105593,37.61028783693651
1019,19.81872955316865,50,137.83783783783784,35.61561561561562,895.9063522341568,73.2942083852547,55.77980336891942,37.616973551921845
1019,-7.017502040442956,60,138.2882882882883,35.6956956956957,1029.0875102022148,78.78185966445798,55.75113820394323,37.66099313184309
1019,-17.98453982034726,70,138.73873873873873,35.77577577577578,1082.9226991017363,61.27180757161131,55.78777208559439,37.66285909517045
1019,-3.1962212429895196,80,139.1891891891892,35.85585585585586,1007.9811062149475,73.34455605763475,55.77950250012288,37.695414475006395
1019,34.54481100639625,90,139.63963963963965,35.93593593593594,818.2759449680187,68.66736627963772,55.792989092778605,37.67528525376567
1020,-1.4649985192046628,0,140.0900900900901,36.01601601601602,1007.3249925960233,74.77257130213702,55.76523996256469,37.623007951513664
1020,39.94260884472239,10,140.54054054054055,36.0960960960961,799.286955776388,77.28382245171123,55.79575745257681,37.68675843853181
1020,33.82521458169536,20,140.990990990991,36.17617617617618,828.8739270915232,64.68806233662767,55.789485010906134,37.62682413547664
1020,0.40095958504976537,30,141.44144144144144,36.25625625625626,994.9952020747512,61.134425277468544,55.76876068653801,37.65593189269092
1020,-5.818440325003735,40,141.89189189189187,36.33633633633634,1025.0922016250188,66.7793357050127,55.76364998865869,37.68742874585083
1020,18.026092767133406,50,142.34234234234236,36.41641641641642,904.869536164333,60.638931699630916,55.78877473844233,37.69802466635432
1020,3.939800798322615,60,142.7927927927928,36.4964964964965,974.300996008387,63.67369963637552,55.789817753742426,37.64231112604123
1020,31.642000753131278,70,143.24324324324323,36.57657657657658,834.7899962343436,66.84608465734784,55.772722033081074,37.668151747844455
1020,-17.55979971634076,80,143.6936936936937,36.65665665665666,1079.7989985817037,76.18723029084242,55.780690989104784,37.69637978912533
1020,24.23875078108496,90,144.14414414414415,36.73673673673674,869.8062460945752,65.02438360341095,55.76718455006094,37.69604902188479
1021,1.0495307750890746,0,144.59459459459458,36.81681681681682,994.7523461245546,71.63759258592677,55.75724565231244,37.6536931436145
1021,32.555630953022394,10,145.04504504504504,36.8968968968969,836.2218452348881,60.200236191223844,55.76917504405569,37.62451713386984
1021,7.528415619234266,20,145.4954954954955,36.97697697697698,960.3579219038287,64.78159848276155,55.7786374475167,37.65921515114199
1021,20.44570940009043,30,145.94594594594594,37.05705705705706,894.7714529995478,63.99897693817312,55.76858648181049,37.62687592648808
1021,-1.0030156118605333,40,146.3963963963964,37.13713713713714,1001.0150780593027,62.69487710180525,55.76524012817535,37.6763656588264
1021,-15.21530968537551,50,146.84684684684686,37.21721721721722,1071.0765484268775,75.65148057153593,55.796283726696174,37.648290020512796
1021,-3.4275601680989745,60,147.2972972972973,37.2972972972973,1011.1378008404948,67.67484944127058,55.783298994440955,37.64216848037153
1021,-6.648280753242773,70,147.74774774774775,37.37737737737738,1026.2414037662138,79.63226096981924,55.78093475553406,37.673776471316344
1021,20.02526323557519,80,148.1981981981982,37.45745745745746,891.8736838221241,78.28409192773738,55.77601133613557,37.653373719643575
1021,4.382880626863145,90,148.64864864864865,37.53753753753754,969.0855968656842,72.63155886653789,55.79952216332275,37.69740147392693
1022,34.195808768018935,0,149.0990990990991,37.61761761761762,829.0209561599054,65.7228492647878,55.78676426315671,37.62729469148931
1022,16.214978209200055,10,149.54954954954957,37.6976976976977,917.9251089539997,61.570897273003716,55.76303632862239,37.655008544600705
1022,0.598419118403207,20,150.0,37.77777777777778,995.0079044079839,78.60067042064861,55.7878475275439,37.663920580502115
1022,-5.936702987602773,30,150.45045045045043,37.85785785785786,1026.6835149380138,64.60835694053377,55.759215915848856,37.6533667023576
